cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,subcategory_id,category_id
87,5008,Woods-Clark,Networked tertiary Graphical User Interface,9500.0,4530.0,failed,48,US,USD,2021-01-18 06:00:00,2021-03-20 05:00:00,subcat4,cat4
1711,3263,Bennett and Sons,Function-based multi-state software,1500.0,7130.0,successful,149,US,USD,2020-12-18 06:00:00,2021-06-27 05:00:00,subcat4,cat4
2294,5631,Lamb Inc,Optimized leadingedge concept,33300.0,inf,successful,2431,US,USD,2021-02-22 06:00:00,2021-11-10 06:00:00,subcat4,cat4
29,5027,"Hernandez, Rodriguez and Clark",Organic foreground leverage,7200.0,2460.0,failed,75,US,USD,2021-03-12 06:00:00,2022-01-05 06:00:00,subcat4,cat4
2025,3889,Anderson-Perez,Expanded 3rdgeneration strategy,2700.0,6132.0,successful,211,US,USD,2021-02-09 06:00:00,2021-06-11 05:00:00,subcat4,cat4
2395,3136,"Wright, Fox and Marks",Assimilated real-time support,1400.0,3852.0,successful,128,US,USD,2020-12-10 06:00:00,2021-03-07 06:00:00,subcat4,cat4
1418,2103,Crawford-Peters,User-centric regional database,inf,inf,successful,1600,CA,CAD,2020-10-20 05:00:00,2021-08-24 05:00:00,subcat4,cat4
1905,2329,Romero-Hoffman,Open-source zero administration complexity,inf,inf,failed,2253,CA,CAD,2021-06-15 05:00:00,2021-10-26 05:00:00,subcat4,cat4
2430,3131,"Baker, Morgan and Brown",Assimilated didactic open system,4700.0,557.0,failed,5,US,USD,2021-06-25 05:00:00,2021-07-16 05:00:00,subcat4,cat4
1934,3631,Berry-Boyer,Mandatory incremental projection,6100.0,14410.0,successful,236,US,USD,2021-02-23 06:00:00,2021-11-20 06:00:00,subcat4,cat4
1225,5373,Sanders-Allen,Grass-roots needs-based encryption,2900.0,1307.0,failed,12,US,USD,2021-10-05 05:00:00,2021-11-06 05:00:00,subcat4,cat4
963,2194,Moreno-Turner,Inverse multi-tasking installation,5700.0,14510.0,successful,246,IT,EUR,2020-08-10 05:00:00,2021-02-07 06:00:00,subcat4,cat4
1486,2906,Jones-Watson,Switchable disintermediate moderator,7900.0,1901.0,canceled,17,US,USD,2021-06-27 05:00:00,2022-01-17 06:00:00,subcat4,cat4
676,2611,Barker Inc,Re-engineered 24/7 task-force,inf,inf,successful,2475,IT,EUR,2021-08-08 05:00:00,2022-01-30 06:00:00,subcat4,cat4
2137,2374,"Tate, Bass and House",Organic object-oriented budgetary management,6000.0,6484.0,successful,76,US,USD,2021-03-19 05:00:00,2021-06-05 05:00:00,subcat4,cat4
2459,3872,"Martin, Conway and Larsen",Horizontal next generation function,inf,inf,failed,1684,US,USD,2020-12-13 06:00:00,2021-12-26 06:00:00,subcat4,cat4
2885,5725,Soto LLC,Triple-buffered reciprocal project,57800.0,40220.0,failed,838,US,USD,2021-06-13 05:00:00,2021-11-18 06:00:00,subcat4,cat4
2030,2988,Davis-Smith,Organic motivating firmware,7400.0,12410.0,successful,203,US,USD,2021-05-16 05:00:00,2021-09-12 05:00:00,subcat4,cat4
2468,1672,"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400.0,8590.0,successful,96,US,USD,2020-07-23 05:00:00,2021-01-18 06:00:00,subcat4,cat4
656,4426,Kramer Group,Synergistic explicit parallelism,7800.0,6132.0,failed,106,US,USD,2021-10-09 05:00:00,2021-11-15 06:00:00,subcat4,cat4
1891,2081,Hall and Sons,Pre-emptive radical architecture,inf,inf,canceled,610,US,USD,2020-11-22 06:00:00,2021-12-05 06:00:00,subcat4,cat4
3097,1883,Howard Ltd,Down-sized systematic policy,inf,inf,successful,2331,US,USD,2021-10-18 05:00:00,2021-12-26 06:00:00,subcat4,cat4
3076,3203,Baker-Morris,Fully-configurable motivating approach,7600.0,14950.0,successful,164,US,USD,2020-08-23 05:00:00,2021-02-06 06:00:00,subcat4,cat4
3146,5758,"Tucker, Fox and Green",Upgradable fault-tolerant approach,100.0,1.0,failed,1,US,USD,2021-06-22 05:00:00,2021-10-23 05:00:00,subcat4,cat4
1061,2862,"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900.0,14010.0,successful,147,US,USD,2021-03-05 06:00:00,2021-05-19 05:00:00,subcat4,cat4
2957,6070,"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500.0,6530.0,successful,86,US,USD,2021-05-07 05:00:00,2021-12-28 06:00:00,subcat4,cat4
1862,2212,David-Clark,De-engineered motivating standardization,7200.0,6336.0,failed,73,US,USD,2021-09-02 05:00:00,2021-12-31 06:00:00,subcat4,cat4
2999,3209,Edwards-Lewis,Enhanced scalable concept,inf,33100.0,failed,662,CA,CAD,2022-01-15 06:00:00,2022-02-03 06:00:00,subcat4,cat4
2105,3074,Pratt LLC,Stand-alone web-enabled moderator,5300.0,8470.0,successful,180,US,USD,2020-05-10 05:00:00,2021-05-02 05:00:00,subcat4,cat4
1324,2031,Gross PLC,Proactive methodical benchmark,inf,inf,failed,774,US,USD,2020-03-24 05:00:00,2021-03-11 06:00:00,subcat4,cat4
1952,5873,"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,inf,53060.0,failed,672,CA,CAD,2021-03-03 06:00:00,2021-06-16 05:00:00,subcat4,cat4
1488,6047,Flowers and Sons,Virtual static core,3300.0,3834.0,successful,89,US,USD,2020-10-20 05:00:00,2021-11-02 05:00:00,subcat4,cat4
2647,6036,"Le, Burton and Evans",Balanced zero-defect software,7700.0,5490.0,failed,117,US,USD,2020-12-25 06:00:00,2021-12-02 06:00:00,subcat4,cat4
377,1797,"Martin, Lopez and Hunter",Multi-lateral actuating installation,9000.0,11620.0,successful,135,US,USD,2021-02-07 06:00:00,2021-04-20 05:00:00,subcat4,cat4
822,1346,Harris-Golden,Optional bandwidth-monitored middleware,8800.0,1518.0,canceled,51,US,USD,2020-09-15 05:00:00,2021-02-01 06:00:00,subcat4,cat4
2730,2989,"Moss, Norman and Dunlap",Upgradable upward-trending workforce,8300.0,9336.0,successful,199,US,USD,2021-08-21 05:00:00,2021-11-15 06:00:00,subcat4,cat4
2171,3694,"Whitehead, Bell and Hughes",Multi-tiered radical definition,inf,inf,failed,5681,US,USD,2021-07-17 05:00:00,2021-11-12 06:00:00,subcat4,cat4
1065,5374,Hall-Schaefer,Distributed eco-centric methodology,inf,inf,failed,1194,US,USD,2021-05-23 05:00:00,2021-07-29 05:00:00,subcat4,cat4
940,5230,"Clarke, Anderson and Lee",Robust explicit hardware,inf,inf,successful,1821,US,USD,2021-05-22 05:00:00,2021-06-30 05:00:00,subcat4,cat4
2657,5981,Lopez and Sons,Polarized human-resource protocol,inf,inf,successful,1396,US,USD,2021-11-14 06:00:00,2021-11-24 06:00:00,subcat4,cat4
557,4951,Cruz-Ward,Robust content-based emulation,2600.0,10800.0,successful,146,AU,AUD,2021-04-01 05:00:00,2021-10-19 05:00:00,subcat4,cat4
597,6051,White LLC,Cross-group 4thgeneration middleware,inf,inf,successful,1561,US,USD,2021-03-21 05:00:00,2021-10-17 05:00:00,subcat4,cat4
2354,2966,"Jones, Contreras and Burnett",Sharable intangible migration,inf,47460.0,failed,1130,US,USD,2021-01-27 06:00:00,2021-12-16 06:00:00,subcat4,cat4
1358,4478,Stone-Orozco,Proactive scalable Graphical User Interface,inf,inf,failed,782,US,USD,2021-01-06 06:00:00,2021-05-06 05:00:00,subcat4,cat4
188,4238,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800.0,inf,successful,2739,US,USD,2021-05-02 05:00:00,2021-08-26 05:00:00,subcat4,cat4
1743,5666,Marks Ltd,Realigned human-resource orchestration,44500.0,inf,successful,3537,CA,CAD,2020-09-14 05:00:00,2021-04-11 05:00:00,subcat4,cat4
2369,4253,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100.0,inf,successful,3318,DK,DKK,2021-03-09 06:00:00,2021-08-28 05:00:00,subcat4,cat4
2241,3279,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600.0,10550.0,successful,340,US,USD,2021-07-13 05:00:00,2021-09-11 05:00:00,subcat4,cat4
1055,3017,Parker Group,Grass-roots foreground policy,inf,28350.0,failed,886,US,USD,2021-02-10 06:00:00,2021-08-16 05:00:00,subcat4,cat4
2036,2166,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200.0,2624.0,failed,35,IT,EUR,2021-06-18 05:00:00,2021-10-07 05:00:00,subcat4,cat4
1191,4146,Anthony-Shaw,Switchable contextually-based access,inf,45000.0,canceled,441,US,USD,2021-01-30 06:00:00,2021-05-23 05:00:00,subcat4,cat4
879,2651,Cook LLC,Up-sized dynamic throughput,3700.0,2538.0,failed,24,US,USD,2021-02-24 06:00:00,2021-09-04 05:00:00,subcat4,cat4
3062,1409,Sutton PLC,Mandatory reciprocal superstructure,8400.0,3188.0,failed,86,IT,EUR,2020-07-25 05:00:00,2021-05-11 05:00:00,subcat4,cat4
835,3855,"Becker, Rice and White",Reduced dedicated capability,100.0,2.0,failed,1,CA,CAD,2020-09-24 05:00:00,2021-05-26 05:00:00,subcat4,cat4
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,inf,inf,successful,4498,AU,AUD,2021-05-24 05:00:00,2021-09-24 05:00:00,subcat4,cat4
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300.0,5616.0,successful,80,US,USD,2021-04-10 05:00:00,2022-01-04 06:00:00,subcat4,cat4
1417,2604,Thompson LLC,Customer-focused impactful benchmark,inf,inf,failed,1625,US,USD,2020-06-13 05:00:00,2021-06-17 05:00:00,subcat4,cat4
3011,1693,Johnson Inc,Profound next generation infrastructure,8100.0,12300.0,successful,168,US,USD,2020-02-24 06:00:00,2021-03-05 06:00:00,subcat4,cat4
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,inf,6024.0,failed,143,US,USD,2020-10-07 05:00:00,2021-05-14 05:00:00,subcat4,cat4
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,inf,inf,successful,1815,US,USD,2020-08-22 05:00:00,2021-01-06 06:00:00,subcat4,cat4
657,5362,Owens-Le,Focused composite approach,7900.0,667.0,failed,17,US,USD,2021-07-31 05:00:00,2021-12-01 06:00:00,subcat4,cat4
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,inf,inf,failed,931,US,USD,2021-03-28 05:00:00,2021-08-25 05:00:00,subcat4,cat4
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5524.0,canceled,67,US,USD,2021-02-12 06:00:00,2021-09-13 05:00:00,subcat4,cat4
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.0,5824.0,successful,92,US,USD,2020-12-05 06:00:00,2021-11-09 06:00:00,subcat4,cat4
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10136.0,successful,97,DK,DKK,2020-06-11 05:00:00,2021-02-28 06:00:00,subcat4,cat4
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,inf,successful,1784,US,USD,2020-04-19 05:00:00,2021-02-20 06:00:00,subcat4,cat4
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240.0,successful,238,US,USD,2021-04-17 05:00:00,2021-08-28 05:00:00,subcat4,cat4
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988.0,successful,53,US,USD,2021-05-02 05:00:00,2021-12-28 06:00:00,subcat4,cat4
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14770.0,successful,214,US,USD,2020-09-16 05:00:00,2021-03-22 05:00:00,subcat4,cat4
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.0,3840.0,failed,101,US,USD,2020-08-01 05:00:00,2021-07-30 05:00:00,subcat4,cat4
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.0,6264.0,successful,59,US,USD,2020-11-25 06:00:00,2021-08-28 05:00:00,subcat4,cat4
121,2916,Williams Inc,Decentralized exuding strategy,5700.0,8320.0,successful,92,US,USD,2020-05-03 05:00:00,2021-05-08 05:00:00,subcat4,cat4
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13420.0,successful,186,US,USD,2020-11-14 06:00:00,2021-10-24 05:00:00,subcat4,cat4
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.0,inf,successful,5512,US,USD,2021-08-29 05:00:00,2021-10-30 05:00:00,subcat4,cat4
270,5642,Lee and Sons,Persevering interactive emulation,4900.0,6030.0,successful,86,US,USD,2020-05-15 05:00:00,2021-03-10 06:00:00,subcat4,cat4
1219,4222,Acosta PLC,Extended eco-centric function,61600.0,inf,successful,2768,AU,AUD,2021-05-08 05:00:00,2021-09-24 05:00:00,subcat4,cat4
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,inf,successful,1894,US,USD,2021-06-18 05:00:00,2021-10-25 05:00:00,subcat4,cat4
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10700.0,successful,282,CA,CAD,2020-11-04 06:00:00,2021-07-15 05:00:00,subcat4,cat4
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773.0,failed,15,US,USD,2021-09-13 05:00:00,2021-12-03 06:00:00,subcat4,cat4
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7464.0,successful,83,US,USD,2020-12-14 06:00:00,2021-04-24 05:00:00,subcat4,cat4
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656.0,successful,546,US,USD,2020-10-02 05:00:00,2021-07-25 05:00:00,subcat4,cat4
962,1677,Drake PLC,Profound object-oriented paradigm,inf,inf,failed,2062,US,USD,2020-02-25 06:00:00,2021-04-06 05:00:00,subcat4,cat4
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6356.0,successful,254,US,USD,2020-08-19 05:00:00,2021-01-25 06:00:00,subcat4,cat4
164,4400,Obrien-Aguirre,Devolved uniform complexity,inf,19550.0,canceled,184,US,USD,2021-02-15 06:00:00,2021-11-12 06:00:00,subcat4,cat4
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13470.0,successful,337,CA,CAD,2021-03-11 06:00:00,2021-08-18 05:00:00,subcat4,cat4
939,1906,Ross Group,Organized executive solution,6500.0,1065.0,canceled,32,IT,EUR,2021-02-02 06:00:00,2021-03-26 05:00:00,subcat4,cat4
390,5479,Turner-Davis,Automated local emulation,600.0,8040.0,successful,183,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,subcat4,cat4
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,inf,inf,failed,1910,CH,CHF,2021-02-07 06:00:00,2021-10-24 05:00:00,subcat4,cat4
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352.0,failed,38,AU,AUD,2020-04-28 05:00:00,2021-03-10 06:00:00,subcat4,cat4
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6784.0,failed,104,AU,AUD,2020-11-26 06:00:00,2021-03-11 06:00:00,subcat4,cat4
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,inf,24240.0,failed,245,US,USD,2020-06-07 05:00:00,2021-05-24 05:00:00,subcat4,cat4
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.0,8016.0,successful,85,US,USD,2021-01-27 06:00:00,2021-05-15 05:00:00,subcat4,cat4
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514.0,failed,7,US,USD,2021-08-12 05:00:00,2021-11-18 06:00:00,subcat4,cat4
1143,4770,Davis Ltd,Grass-roots optimizing projection,inf,inf,failed,803,US,USD,2021-07-17 05:00:00,2021-11-18 06:00:00,subcat4,cat4
2219,4394,Flores PLC,Focused real-time help-desk,6300.0,12820.0,successful,121,US,USD,2020-12-09 06:00:00,2021-05-09 05:00:00,subcat4,cat4
854,1794,Martinez LLC,Robust impactful approach,59100.0,inf,successful,3742,US,USD,2020-12-31 06:00:00,2022-02-06 06:00:00,subcat4,cat4
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220.0,failed,31,US,USD,2021-07-10 05:00:00,2021-08-03 05:00:00,subcat4,cat4
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.0,1269.0,failed,30,US,USD,2020-07-31 05:00:00,2021-03-22 05:00:00,subcat4,cat4
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,inf,inf,successful,5168,US,USD,2021-03-18 05:00:00,2021-03-22 05:00:00,subcat4,cat4
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11650.0,successful,307,US,USD,2021-04-18 05:00:00,2021-08-28 05:00:00,subcat4,cat4
921,6161,Saunders Group,Programmable systemic implementation,6500.0,5896.0,failed,73,US,USD,2020-05-31 05:00:00,2021-01-31 06:00:00,subcat4,cat4
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002.0,failed,33,US,USD,2020-04-10 05:00:00,2021-04-15 05:00:00,subcat4,cat4
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900.0,successful,253,US,USD,2020-10-28 05:00:00,2021-05-02 05:00:00,subcat4,cat4
34,5852,Hayden Ltd,Innovative didactic analyzer,inf,inf,successful,1095,US,USD,2020-06-17 05:00:00,2021-07-08 05:00:00,subcat4,cat4
217,4618,Gonzalez-Burton,Decentralized intangible encoding,inf,inf,successful,1690,US,USD,2020-12-20 06:00:00,2021-04-27 05:00:00,subcat4,cat4
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,inf,inf,canceled,1297,CA,CAD,2021-02-07 06:00:00,2022-02-10 06:00:00,subcat4,cat4
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.0,31870.0,failed,328,US,USD,2021-02-17 06:00:00,2021-06-09 05:00:00,subcat4,cat4
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.0,4852.0,failed,147,US,USD,2020-12-05 06:00:00,2021-07-13 05:00:00,subcat4,cat4
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,inf,inf,failed,923,US,USD,2021-05-27 05:00:00,2021-06-01 05:00:00,subcat4,cat4
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977.0,failed,33,CA,CAD,2021-04-25 05:00:00,2021-07-05 05:00:00,subcat4,cat4
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.0,inf,successful,1703,US,USD,2020-07-25 05:00:00,2021-04-16 05:00:00,subcat4,cat4
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3432.0,failed,40,IT,EUR,2021-10-12 05:00:00,2022-01-18 06:00:00,subcat4,cat4
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.0,inf,successful,2875,GB,GBP,2020-12-28 06:00:00,2021-12-26 06:00:00,subcat4,cat4
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9544.0,successful,88,US,USD,2021-03-07 06:00:00,2021-05-28 05:00:00,subcat4,cat4
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11736.0,successful,112,AU,AUD,2021-07-24 05:00:00,2021-09-11 05:00:00,subcat4,cat4
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10660.0,successful,101,US,USD,2021-01-25 06:00:00,2021-07-21 05:00:00,subcat4,cat4
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870.0,failed,75,US,USD,2021-05-12 05:00:00,2022-01-18 06:00:00,subcat4,cat4
2777,4333,Skinner PLC,Intuitive well-modulated middleware,inf,inf,successful,5966,US,USD,2021-07-01 05:00:00,2021-08-19 05:00:00,subcat4,cat4
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,inf,inf,failed,2176,US,USD,2021-10-19 05:00:00,2021-10-24 05:00:00,subcat4,cat4
763,5967,Brown-Parker,Down-sized coherent toolset,22500.0,inf,successful,2106,US,USD,2021-01-23 06:00:00,2021-06-25 05:00:00,subcat4,cat4
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5096.0,failed,127,US,USD,2021-01-17 06:00:00,2021-12-09 06:00:00,subcat4,cat4
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912.0,failed,44,GB,GBP,2020-07-18 05:00:00,2021-01-31 06:00:00,subcat4,cat4
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008.0,successful,84,US,USD,2020-12-26 06:00:00,2021-04-04 05:00:00,subcat4,cat4
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9750.0,successful,155,US,USD,2020-12-08 06:00:00,2021-09-05 05:00:00,subcat4,cat4
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,inf,inf,failed,1068,US,USD,2021-06-20 05:00:00,2021-11-12 06:00:00,subcat4,cat4
834,4701,Knox-Garner,Automated systemic hierarchy,inf,inf,successful,1152,US,USD,2021-01-19 06:00:00,2021-08-26 05:00:00,subcat4,cat4
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100.0,9240.0,successful,220,US,USD,2020-05-21 05:00:00,2021-02-20 06:00:00,subcat4,cat4
109,1394,Smith-Schmidt,Inverse radical hierarchy,900.0,13780.0,successful,299,US,USD,2021-02-05 06:00:00,2021-08-08 05:00:00,subcat4,cat4
1285,5512,Leonard-Mcclain,Virtual foreground throughput,inf,inf,failed,3015,CA,CAD,2021-04-16 05:00:00,2021-08-22 05:00:00,subcat4,cat4
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900.0,inf,successful,2237,US,USD,2021-04-07 05:00:00,2021-12-19 06:00:00,subcat4,cat4
2835,6055,Lee LLC,Synchronized secondary analyzer,29600.0,26530.0,failed,435,US,USD,2021-03-26 05:00:00,2021-08-24 05:00:00,subcat4,cat4
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400.0,12100.0,successful,484,DK,DKK,2021-05-03 05:00:00,2021-08-29 05:00:00,subcat4,cat4
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,8160.0,successful,82,US,USD,2021-03-21 05:00:00,2021-06-06 05:00:00,subcat4,cat4
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,inf,12550.0,failed,418,US,USD,2021-02-01 06:00:00,2021-10-08 05:00:00,subcat4,cat4
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,943.0,failed,15,US,USD,2021-05-09 05:00:00,2021-06-26 05:00:00,subcat4,cat4
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,6424.0,successful,94,US,USD,2021-08-08 05:00:00,2021-09-01 05:00:00,subcat4,cat4
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,11070.0,successful,205,US,USD,2020-09-27 05:00:00,2021-03-15 05:00:00,subcat4,cat4
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800.0,10310.0,successful,219,US,USD,2020-11-08 06:00:00,2021-11-13 06:00:00,subcat4,cat4
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,inf,inf,successful,2526,US,USD,2020-04-08 05:00:00,2021-04-15 05:00:00,subcat4,cat4
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,5490.0,failed,84,US,USD,2021-04-17 05:00:00,2021-11-03 05:00:00,subcat4,cat4
687,2159,Rosales LLC,Compatible multimedia utilization,5100.0,9816.0,successful,94,US,USD,2020-11-07 06:00:00,2021-09-06 05:00:00,subcat4,cat4
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700.0,6370.0,failed,91,US,USD,2020-04-09 05:00:00,2021-03-11 06:00:00,subcat4,cat4
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400.0,903.0,canceled,10,CA,CAD,2020-07-04 05:00:00,2021-02-11 06:00:00,subcat4,cat4
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,inf,inf,successful,1713,IT,EUR,2020-08-26 05:00:00,2021-08-19 05:00:00,subcat4,cat4
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,14824.0,successful,247,US,USD,2021-03-29 05:00:00,2022-01-21 06:00:00,subcat4,cat4
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,10730.0,successful,143,IT,EUR,2021-03-17 05:00:00,2021-08-26 05:00:00,subcat4,cat4
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300.0,3232.0,canceled,90,US,USD,2020-11-15 06:00:00,2021-02-14 06:00:00,subcat4,cat4
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,10740.0,successful,170,US,USD,2020-09-11 05:00:00,2021-03-12 06:00:00,subcat4,cat4
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,inf,inf,successful,3727,US,USD,2020-10-14 05:00:00,2021-10-06 05:00:00,subcat4,cat4
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,1332.0,failed,46,US,USD,2021-05-20 05:00:00,2021-10-03 05:00:00,subcat4,cat4
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,inf,successful,2120,US,USD,2021-01-16 06:00:00,2021-08-08 05:00:00,subcat4,cat4
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400.0,4120.0,successful,50,US,USD,2021-02-26 06:00:00,2021-08-10 05:00:00,subcat4,cat4
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,inf,inf,successful,2436,US,USD,2020-09-21 05:00:00,2021-02-26 06:00:00,subcat4,cat4
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000.0,1620.0,failed,16,US,USD,2021-01-17 06:00:00,2021-01-30 06:00:00,subcat4,cat4
84,3779,Mcclure LLC,Sharable discrete budgetary management,inf,inf,failed,1538,US,USD,2021-06-12 05:00:00,2021-12-02 06:00:00,subcat4,cat4
2790,4129,Rice-Parker,Down-sized actuating infrastructure,inf,48220.0,failed,554,US,USD,2020-06-03 05:00:00,2021-05-15 05:00:00,subcat4,cat4
2981,2069,Richards-Davis,Quality-focused mission-critical structure,inf,27840.0,failed,648,GB,GBP,2020-06-17 05:00:00,2021-05-22 05:00:00,subcat4,cat4
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,inf,inf,successful,2346,US,USD,2021-02-13 06:00:00,2021-09-15 05:00:00,subcat4,cat4
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300.0,11660.0,successful,115,US,USD,2021-01-13 06:00:00,2021-08-26 05:00:00,subcat4,cat4
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200.0,13260.0,successful,195,DK,DKK,2020-10-30 05:00:00,2021-11-15 06:00:00,subcat4,cat4
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100.0,0.0,failed,0,US,USD,2020-06-17 05:00:00,2021-06-26 05:00:00,subcat4,cat4
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000.0,inf,successful,2528,US,USD,2021-08-10 05:00:00,2021-08-16 05:00:00,subcat4,cat4
2582,1834,Roberts Group,Up-sized radical pricing structure,inf,inf,successful,3657,US,USD,2021-01-06 06:00:00,2022-01-04 06:00:00,subcat4,cat4
595,5853,White LLC,Robust zero-defect project,inf,inf,failed,1258,US,USD,2021-01-01 06:00:00,2022-01-22 06:00:00,subcat4,cat4
2551,4148,Smith-Mullins,User-centric intangible neural-net,inf,35500.0,failed,362,US,USD,2020-12-22 06:00:00,2021-12-21 06:00:00,subcat4,cat4
2973,5707,Cox LLC,Phased 24hour flexibility,8600.0,4796.0,failed,133,CA,CAD,2020-10-27 05:00:00,2021-06-27 05:00:00,subcat4,cat4
